delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,shipment_uid,expected_transit_hours,actual_transit_hours,effective_speed_kmh,sla_variance_hours,is_anomaly_iso,delivery_cost_capped,actual_transit_hours_capped,cost_per_km,cost_per_kg,is_ev,is_adverse_weather,carrier_baseline_reliability,log_delivery_cost,log_distance_km,target_delayed_binary,target_failed_binary,distance_km_standardized,distance_km_minmax,distance_km_robust,package_weight_kg_standardized,package_weight_kg_minmax,package_weight_kg_robust,delivery_cost_standardized,delivery_cost_minmax,delivery_cost_robust,actual_transit_hours_standardized,actual_transit_hours_minmax,actual_transit_hours_robust,cost_per_km_standardized,cost_per_km_minmax,cost_per_km_robust
14882.0,amazon logistics,automobile parts,ev van,two day,south,clear,116.4,14.58,00:00.0,00:00.0,no,delivered,5,625.74,DEL-IND-14882,48.0,3.18,36.6,-44.82,False,625.74,3.18,5.38,42.92,1,0,0.84,6.4405,4.7656,0,0,-0.3934,0.3843,-0.2322,-0.7354,0.2847,-0.4229,-0.549,0.3449,-0.3236,-0.8984,0.0825,-0.4931,-0.332,0.0055,-0.3357
14883.0,xpressbees,groceries,ev bike,same day,central,hot,277.2,14.7,00:00.0,00:00.0,no,delivered,4,1530.1,DEL-IND-14883,8.0,10.74,25.81,2.74,False,1530.1,10.74,5.52,104.09,1,0,0.76,7.3337,5.6283,0,0,1.4676,0.9322,0.847,-0.727,0.2872,-0.4181,1.5266,0.9332,0.8868,0.2043,0.2843,0.3819,-0.304,0.0076,-0.2051
14884.0,amazon logistics,cosmetics,ev bike,express,north,hot,295.5,41.57,00:00.0,00:00.0,yes,delayed,2,1632.7206,DEL-IND-14884,18.0,19.47,15.18,1.47,False,1632.720006,19.47,5.53,39.28,1,0,0.84,7.3986,5.692,1,0,1.6794,0.9945,0.9698,1.1431,0.8373,0.6575,1.7622,1.0,1.0242,1.4777,0.5174,1.3924,-0.302,0.0077,-0.1958
14885.0,amazon logistics,automobile parts,ev bike,same day,north,foggy,228.5,23.41,00:00.0,00:00.0,yes,delayed,2,1312.73,DEL-IND-14885,8.0,27.56,8.29,19.56,False,1312.73,27.56,5.74,56.08,1,1,0.84,7.1806,5.4359,1,0,0.904,0.7663,0.5201,-0.1208,0.4655,-0.0695,1.0277,0.7918,0.5959,2.6578,0.7333,2.3287,-0.2601,0.0108,0.0
14886.0,xpressbees,clothing,bike,same day,north,foggy,276.5,13.59,00:00.0,00:00.0,no,delivered,3,1523.27,DEL-IND-14886,8.0,13.45,20.56,5.45,False,1523.27,13.45,5.51,112.09,0,1,0.76,7.3293,5.6258,0,0,1.4595,0.9298,0.8423,-0.8043,0.2645,-0.4626,1.5109,0.9288,0.8777,0.5996,0.3566,0.6956,-0.306,0.0074,-0.2145
14887.0,xpressbees,furniture,ev bike,two day,west,cold,281.4,39.19,00:00.0,00:00.0,no,delivered,4,1524.57,DEL-IND-14887,48.0,10.82,26.01,-37.18,False,1524.57,10.82,5.42,38.9,1,0,0.76,7.3301,5.6433,0,0,1.5162,0.9465,0.8752,0.9774,0.7885,0.5622,1.5139,0.9296,0.8794,0.216,0.2864,0.3912,-0.324,0.0061,-0.2984
14888.0,blue dart,groceries,scooter,standard,central,clear,105.2,31.8,00:00.0,00:00.0,no,delivered,5,621.4,DEL-IND-14888,72.0,3.85,27.32,-68.15,False,621.4,3.85,5.91,19.54,0,0,0.86,6.4336,4.6653,0,0,-0.523,0.3462,-0.3074,0.4631,0.6373,0.2664,-0.559,0.342,-0.3294,-0.8007,0.1004,-0.4155,-0.2261,0.0133,0.1585
14889.0,xpressbees,clothing,bike,express,west,stormy,103.0,27.9,00:00.0,00:00.0,yes,failed,2,648.7,DEL-IND-14889,18.0,14.59,7.06,-3.41,False,648.7,14.59,6.3,23.25,0,1,0.76,6.4765,4.6444,1,1,-0.5484,0.3387,-0.3221,0.1917,0.5574,0.1103,-0.4963,0.3598,-0.2929,0.7659,0.3871,0.8275,-0.1481,0.019,0.5221
14890.0,delhivery,electronics,bike,standard,north,hot,13.3,15.2,00:00.0,00:00.0,no,delivered,5,112.1,DEL-IND-14890,72.0,3.48,3.82,-68.52,False,112.1,3.48,8.43,7.38,0,0,0.88,4.7283,2.6603,0,0,-1.5865,0.033,-0.9242,-0.6922,0.2974,-0.3981,-1.7279,0.0107,-1.0111,-0.8546,0.0905,-0.4583,0.2775,0.0501,2.5082
14891.0,xpressbees,pharmacy,bike,standard,south,rainy,65.6,1.8,00:00.0,00:00.0,no,delivered,4,333.4,DEL-IND-14891,72.0,4.15,15.81,-67.85,False,333.4,4.15,5.08,185.22,0,1,0.76,5.8123,4.1987,0,0,-0.9813,0.2112,-0.5732,-1.6248,0.0231,-0.9345,-1.22,0.1547,-0.7149,-0.7569,0.1084,-0.3808,-0.392,0.0012,-0.6154
14892.0,shadowfax,pharmacy,bike,standard,central,rainy,47.2,24.74,00:00.0,00:00.0,no,delivered,4,310.22,DEL-IND-14892,72.0,2.75,17.16,-69.25,False,310.22,2.75,6.57,12.54,0,1,0.8,5.7405,3.8754,0,0,-1.1942,0.1486,-0.6966,-0.0282,0.4927,-0.0162,-1.2732,0.1396,-0.746,-0.9611,0.071,-0.5428,-0.0942,0.0229,0.7739
14893.0,xpressbees,pharmacy,ev van,two day,central,stormy,51.2,32.45,00:00.0,00:00.0,no,delivered,4,353.35,DEL-IND-14893,48.0,2.1,24.38,-45.9,False,353.35,2.1,6.9,10.89,1,1,0.76,5.8703,3.9551,0,0,-1.1479,0.1622,-0.6698,0.5083,0.6506,0.2924,-1.1742,0.1676,-0.6882,-1.0559,0.0537,-0.6181,-0.0282,0.0277,1.0816
14894.0,shadowfax,cosmetics,bike,express,north,foggy,48.4,15.75,00:00.0,00:00.0,yes,delayed,3,339.25,DEL-IND-14894,18.0,18.46,2.62,0.46,False,339.25,18.46,7.01,21.54,0,1,0.8,5.8297,3.9,1,0,-1.1803,0.1526,-0.6886,-0.6539,0.3087,-0.3761,-1.2065,0.1585,-0.7071,1.3304,0.4904,1.2755,-0.0063,0.0293,1.1841
14895.0,dhl,cosmetics,truck,two day,north,clear,101.7,26.51,00:00.0,00:00.0,no,delivered,4,588.03,DEL-IND-14895,48.0,2.35,43.28,-45.65,False,588.03,2.35,5.78,22.18,0,0,0.85,6.3785,4.6318,0,0,-0.5635,0.3342,-0.3309,0.0949,0.529,0.0546,-0.6356,0.3203,-0.3741,-1.0195,0.0603,-0.5891,-0.2521,0.0114,0.0373
14896.0,dhl,electronics,bike,same day,central,foggy,195.2,36.33,00:00.0,00:00.0,no,delivered,3,1184.99,DEL-IND-14896,8.0,7.71,25.32,-0.29,False,1184.99,7.71,6.07,32.62,0,1,0.85,7.0783,5.2791,0,0,0.5186,0.6528,0.2966,0.7784,0.73,0.4478,0.7345,0.7087,0.4249,-0.2376,0.2034,0.0312,-0.1941,0.0156,0.3077
14897.0,shadowfax,electronics,ev van,standard,west,hot,259.2,11.17,00:00.0,00:00.0,no,delivered,3,1329.51,DEL-IND-14897,72.0,7.73,33.53,-64.27,False,1329.51,7.73,5.13,119.03,1,0,0.8,7.1933,5.5615,0,0,1.2593,0.8709,0.7262,-0.9727,0.2149,-0.5594,1.0662,0.8027,0.6183,-0.2347,0.204,0.0336,-0.382,0.0019,-0.5688
14898.0,fedex,groceries,truck,express,north,foggy,55.4,15.84,00:00.0,00:00.0,yes,delayed,2,374.52,DEL-IND-14898,18.0,14.61,3.79,-3.39,False,374.52,14.61,6.76,23.64,0,1,0.87,5.9283,4.0325,1,0,-1.0993,0.1765,-0.6416,-0.6477,0.3105,-0.3725,-1.1256,0.1814,-0.6599,0.7688,0.3876,0.8299,-0.0562,0.0257,0.951
14899.0,dhl,pharmacy,truck,same day,south,hot,195.2,41.24,00:00.0,00:00.0,no,delivered,3,1199.72,DEL-IND-14899,8.0,4.56,42.81,-3.44,False,1199.72,4.56,6.15,29.09,0,0,0.85,7.0907,5.2791,0,0,0.5186,0.6528,0.2966,1.1201,0.8305,0.6443,0.7684,0.7183,0.4446,-0.6971,0.1193,-0.3333,-0.1781,0.0168,0.3823
14900.0,fedex,automobile parts,bike,same day,west,hot,155.1,20.4,00:00.0,00:00.0,no,delivered,4,936.7,DEL-IND-14900,8.0,5.75,26.97,-2.25,False,936.7,5.75,6.04,45.92,0,0,0.87,6.8434,5.0505,0,0,0.0545,0.5162,0.0275,-0.3303,0.4039,-0.19,0.1647,0.5472,0.0926,-0.5235,0.1511,-0.1956,-0.2001,0.0152,0.2797
14901.0,fedex,automobile parts,ev van,express,west,stormy,194.5,37.79,00:00.0,00:00.0,yes,delayed,3,1135.87,DEL-IND-14901,18.0,23.15,8.4,5.15,False,1135.87,23.15,5.84,30.06,1,1,0.87,7.036,5.2756,1,0,0.5105,0.6504,0.2919,0.88,0.7599,0.5062,0.6218,0.6768,0.3592,2.0145,0.6156,1.8183,-0.2401,0.0123,0.0932
14902.0,ekart,fragile items,van,standard,west,stormy,3.6,40.55,00:00.0,00:00.0,no,delivered,3,136.65,DEL-IND-14902,72.0,0.34,10.59,-71.66,False,136.65,0.61,37.96,3.37,0,1,0.82,4.9247,1.5261,0,0,-1.6988,0.0,-0.9893,1.0721,0.8164,0.6167,-1.6715,0.0267,-0.9783,-1.3126,0.0067,-0.8218,6.1789,0.4812,30.042
14903.0,shadowfax,documents,bike,two day,north,clear,252.8,4.36,00:00.0,00:00.0,no,delivered,5,1277.08,DEL-IND-14903,48.0,8.0,31.6,-40.0,False,1277.08,8.0,5.05,292.91,0,0,0.8,7.1531,5.5365,0,0,1.1852,0.8491,0.6832,-1.4466,0.0755,-0.8321,0.9459,0.7686,0.5482,-0.1953,0.2112,0.0648,-0.398,0.0007,-0.6434
14904.0,ekart,pharmacy,ev bike,same day,south,cold,117.9,33.77,00:00.0,00:00.0,no,delivered,4,790.81,DEL-IND-14904,8.0,4.52,26.08,-3.48,False,790.81,4.52,6.71,23.42,1,0,0.82,6.6743,4.7783,0,0,-0.376,0.3894,-0.2221,0.6002,0.6776,0.3453,-0.1701,0.4523,-0.1027,-0.7029,0.1183,-0.338,-0.0662,0.025,0.9044
14905.0,ekart,clothing,ev van,two day,east,clear,235.4,16.93,00:00.0,00:00.0,no,delivered,3,1227.79,DEL-IND-14905,48.0,7.39,31.85,-40.61,False,1227.79,7.39,5.22,72.52,1,0,0.82,7.1138,5.4655,0,0,0.9838,0.7898,0.5664,-0.5718,0.3329,-0.3289,0.8328,0.7366,0.4822,-0.2843,0.1949,-0.0058,-0.364,0.0032,-0.4848
14906.0,dhl,furniture,bike,express,east,hot,103.2,41.91,00:00.0,00:00.0,no,delivered,5,691.73,DEL-IND-14906,18.0,5.37,19.22,-12.63,False,691.73,5.37,6.7,16.51,0,0,0.85,6.5406,4.6463,0,0,-0.5461,0.3394,-0.3208,1.1667,0.8442,0.6711,-0.3976,0.3878,-0.2353,-0.5789,0.141,-0.2396,-0.0682,0.0248,0.8951
14907.0,delhivery,electronics,scooter,standard,central,hot,288.7,9.15,00:00.0,00:00.0,no,delivered,5,1470.95,DEL-IND-14907,72.0,11.55,25.0,-60.45,False,1470.95,11.55,5.1,160.76,0,0,0.88,7.2943,5.6688,0,0,1.6007,0.9714,0.9242,-1.1133,0.1736,-0.6403,1.3909,0.8948,0.8077,0.3225,0.3059,0.4757,-0.388,0.0015,-0.5967
14908.0,shadowfax,automobile parts,truck,express,west,cold,202.2,44.23,00:00.0,00:00.0,yes,delayed,2,1193.69,DEL-IND-14908,18.0,10.1,20.02,-7.9,False,1193.69,10.1,5.9,26.99,0,0,0.8,7.0856,5.3142,1,0,0.5996,0.6767,0.3436,1.3282,0.8917,0.764,0.7545,0.7144,0.4366,0.111,0.2672,0.3079,-0.2281,0.0131,0.1492
14909.0,xpressbees,furniture,bike,standard,south,foggy,278.6,6.02,00:00.0,00:00.0,no,delivered,5,1411.06,DEL-IND-14909,72.0,10.92,25.51,-61.08,False,1411.06,10.92,5.06,234.4,0,1,0.76,7.2528,5.6334,0,0,1.4838,0.937,0.8564,-1.3311,0.1095,-0.7656,1.2534,0.8558,0.7275,0.2306,0.2891,0.4028,-0.396,0.0009,-0.634
14910.0,ecom express,cosmetics,ev bike,same day,north,foggy,124.8,41.81,00:00.0,00:00.0,no,delivered,4,849.43,DEL-IND-14910,8.0,5.29,23.59,-2.71,False,849.43,5.29,6.81,20.32,1,1,0.79,6.7457,4.8347,0,0,-0.2962,0.4129,-0.1758,1.1598,0.8422,0.6671,-0.0356,0.4904,-0.0242,-0.5906,0.1388,-0.2488,-0.0462,0.0264,0.9977
14911.0,ekart,electronics,truck,same day,north,rainy,89.8,13.79,00:00.0,00:00.0,no,delivered,3,590.37,DEL-IND-14911,8.0,3.05,29.44,-4.95,False,590.37,3.05,6.57,42.81,0,1,0.82,6.3824,4.5087,0,0,-0.7012,0.2937,-0.4107,-0.7903,0.2686,-0.4546,-0.6302,0.3219,-0.371,-0.9173,0.079,-0.5081,-0.0942,0.0229,0.7739
14912.0,fedex,automobile parts,truck,standard,east,stormy,136.6,3.18,00:00.0,00:00.0,no,delivered,4,692.54,DEL-IND-14912,72.0,5.65,24.18,-66.35,False,692.54,5.65,5.07,217.78,0,1,0.87,6.5418,4.9244,0,0,-0.1596,0.4532,-0.0966,-1.5288,0.0514,-0.8793,-0.3957,0.3883,-0.2342,-0.5381,0.1484,-0.2072,-0.394,0.001,-0.6247
14913.0,fedex,furniture,scooter,express,north,rainy,44.0,11.39,00:00.0,00:00.0,yes,failed,1,304.17,DEL-IND-14913,18.0,8.83,4.98,-9.17,False,304.17,8.83,6.91,26.71,0,1,0.87,5.7209,3.8067,1,1,-1.2313,0.1376,-0.7181,-0.9574,0.2194,-0.5506,-1.2871,0.1357,-0.7541,-0.0743,0.2333,0.1609,-0.0262,0.0279,1.0909
14914.0,xpressbees,electronics,van,express,east,cold,67.2,12.37,00:00.0,00:00.0,no,delivered,4,423.11,DEL-IND-14914,18.0,2.84,23.66,-15.16,False,423.11,2.84,6.3,34.2,0,0,0.76,6.05,4.2224,0,0,-0.9628,0.2167,-0.5624,-0.8892,0.2395,-0.5114,-1.0141,0.213,-0.5949,-0.948,0.0734,-0.5324,-0.1481,0.019,0.5221
14915.0,shadowfax,groceries,bike,same day,west,stormy,114.0,19.75,00:00.0,00:00.0,no,delivered,5,729.25,DEL-IND-14915,8.0,6.12,18.63,-1.88,False,729.25,6.12,6.4,36.92,0,1,0.8,6.5934,4.7449,0,0,-0.4211,0.3761,-0.2483,-0.3755,0.3906,-0.216,-0.3114,0.4122,-0.1851,-0.4695,0.161,-0.1528,-0.1282,0.0204,0.6154
14916.0,amazon logistics,clothing,ev bike,two day,west,hot,102.4,18.75,00:00.0,00:00.0,no,delivered,4,568.25,DEL-IND-14916,48.0,3.74,27.38,-44.26,False,568.25,3.74,5.55,30.31,1,0,0.84,6.3443,4.6386,0,0,-0.5554,0.3366,-0.3262,-0.4451,0.3701,-0.256,-0.681,0.3075,-0.4006,-0.8167,0.0974,-0.4282,-0.298,0.008,-0.1772
14917.0,amazon logistics,electronics,truck,express,east,foggy,13.6,15.12,00:00.0,00:00.0,yes,failed,1,163.36,DEL-IND-14917,18.0,7.17,1.9,-10.83,False,163.36,7.17,12.01,10.8,0,1,0.84,5.1021,2.681,1,1,-1.5831,0.0341,-0.9221,-0.6978,0.2958,-0.4013,-1.6102,0.044,-0.9425,-0.3164,0.189,-0.0313,0.993,0.1024,5.8462
14918.0,blue dart,electronics,truck,express,south,hot,65.1,45.66,00:00.0,00:00.0,yes,delayed,2,512.48,DEL-IND-14918,18.0,14.36,4.53,-3.64,False,512.48,14.36,7.87,11.22,0,0,0.86,6.2412,4.1912,1,0,-0.9871,0.2095,-0.5765,1.4277,0.921,0.8213,-0.809,0.2712,-0.4752,0.7324,0.3809,0.8009,0.1656,0.0419,1.986
14919.0,dhl,cosmetics,ev bike,two day,central,clear,185.5,36.56,00:00.0,00:00.0,no,delivered,4,1037.18,DEL-IND-14919,48.0,7.78,23.84,-40.22,False,1037.18,7.78,5.59,28.37,1,0,0.85,6.9452,5.2284,0,0,0.4063,0.6198,0.2315,0.7944,0.7347,0.457,0.3953,0.6125,0.2271,-0.2274,0.2053,0.0394,-0.29,0.0086,-0.1399
14920.0,shadowfax,fragile items,truck,two day,west,foggy,269.2,13.65,00:00.0,00:00.0,no,delivered,5,1386.95,DEL-IND-14920,48.0,8.34,32.28,-39.66,False,1386.95,8.34,5.15,101.61,0,1,0.8,7.2356,5.5992,0,0,1.375,0.9049,0.7933,-0.8001,0.2657,-0.4602,1.1981,0.8401,0.6952,-0.1457,0.2202,0.1042,-0.378,0.0022,-0.5501
14921.0,fedex,pharmacy,van,two day,west,stormy,60.6,15.4,00:00.0,00:00.0,no,delivered,5,349.2,DEL-IND-14921,48.0,3.85,15.74,-44.15,False,349.2,3.85,5.76,22.68,0,1,0.87,5.8585,4.1207,0,0,-1.0391,0.1942,-0.6067,-0.6783,0.3015,-0.3901,-1.1837,0.1649,-0.6938,-0.8007,0.1004,-0.4155,-0.2561,0.0111,0.0186
14922.0,fedex,cosmetics,ev bike,standard,central,foggy,64.3,40.13,00:00.0,00:00.0,no,delivered,4,441.89,DEL-IND-14922,72.0,5.53,11.63,-66.47,False,441.89,5.53,6.87,11.01,1,1,0.87,6.0933,4.179,0,0,-0.9963,0.2068,-0.5819,1.0429,0.8078,0.5999,-0.971,0.2253,-0.5697,-0.5556,0.1452,-0.2211,-0.0342,0.0273,1.0536
14923.0,blue dart,electronics,ev van,same day,central,hot,223.8,0.67,00:00.0,00:00.0,no,delivered,3,1220.26,DEL-IND-14923,8.0,8.92,25.09,0.92,False,1220.26,8.92,5.45,1821.28,1,0,0.86,7.1076,5.4152,0,0,0.8496,0.7503,0.4886,-1.7035,0.0,-0.9798,0.8155,0.7317,0.4721,-0.0611,0.2357,0.1713,-0.318,0.0066,-0.2704
14924.0,shadowfax,clothing,ev van,two day,west,clear,191.8,37.22,00:00.0,00:00.0,no,delivered,5,1070.66,DEL-IND-14924,48.0,5.71,33.59,-42.29,False,1070.66,5.71,5.58,28.77,1,0,0.8,6.977,5.2617,0,0,0.4792,0.6412,0.2738,0.8403,0.7482,0.4834,0.4721,0.6343,0.2719,-0.5293,0.15,-0.2002,-0.292,0.0085,-0.1492
14925.0,xpressbees,electronics,truck,two day,north,hot,266.0,25.51,00:00.0,00:00.0,no,delivered,5,1406.53,DEL-IND-14925,48.0,7.07,37.62,-40.93,False,1406.53,7.07,5.29,55.14,0,0,0.76,7.2496,5.5872,0,0,1.3379,0.894,0.7718,0.0253,0.5085,0.0146,1.243,0.8528,0.7214,-0.331,0.1863,-0.0428,-0.35,0.0042,-0.4196
14926.0,delhivery,automobile parts,van,standard,north,rainy,44.5,43.44,00:00.0,00:00.0,no,delivered,5,352.82,DEL-IND-14926,72.0,1.8,24.72,-70.2,False,352.82,1.8,7.93,8.12,0,1,0.88,5.8688,3.8177,0,0,-1.2255,0.1394,-0.7148,1.2732,0.8755,0.7324,-1.1754,0.1673,-0.6889,-1.0997,0.0456,-0.6528,0.1776,0.0428,2.042
14927.0,shadowfax,cosmetics,bike,express,east,clear,270.8,48.47,00:00.0,00:00.0,yes,delayed,2,1549.41,DEL-IND-14927,18.0,24.2,11.19,6.2,False,1549.41,24.2,5.72,31.97,0,0,0.8,7.3463,5.6051,1,0,1.3935,0.9104,0.804,1.6233,0.9785,0.9337,1.5709,0.9458,0.9127,2.1677,0.6436,1.9398,-0.2641,0.0105,-0.0186
14928.0,ecom express,automobile parts,van,two day,north,foggy,84.2,3.78,00:00.0,00:00.0,no,delivered,5,432.34,DEL-IND-14928,48.0,3.24,25.99,-44.76,False,432.34,3.24,5.13,114.38,0,1,0.79,6.0715,4.445,0,0,-0.766,0.2746,-0.4483,-1.487,0.0637,-0.8553,-0.9929,0.219,-0.5825,-0.8896,0.0841,-0.4861,-0.382,0.0019,-0.5688
14929.0,shadowfax,automobile parts,ev bike,same day,central,hot,83.5,18.71,00:00.0,00:00.0,no,delivered,4,573.63,DEL-IND-14929,8.0,3.09,27.02,-4.91,False,573.63,3.09,6.87,30.66,1,0,0.8,6.3537,4.4368,0,0,-0.7741,0.2722,-0.453,-0.4479,0.3693,-0.2576,-0.6686,0.311,-0.3934,-0.9115,0.0801,-0.5035,-0.0342,0.0273,1.0536
14930.0,ecom express,documents,ev bike,standard,south,rainy,126.8,17.46,00:00.0,00:00.0,no,delivered,5,686.38,DEL-IND-14930,72.0,6.39,19.84,-65.61,False,686.38,6.39,5.41,39.31,1,1,0.79,6.5329,4.8505,0,0,-0.273,0.4198,-0.1624,-0.5349,0.3437,-0.3076,-0.4098,0.3843,-0.2425,-0.4302,0.1682,-0.1215,-0.326,0.006,-0.3077
14931.0,dhl,furniture,bike,standard,south,cold,288.7,42.25,00:00.0,00:00.0,no,delivered,4,1570.25,DEL-IND-14931,72.0,9.91,29.13,-62.09,False,1570.25,9.91,5.44,37.17,0,0,0.85,7.3596,5.6688,0,0,1.6007,0.9714,0.9242,1.1904,0.8512,0.6847,1.6188,0.9594,0.9406,0.0833,0.2621,0.2859,-0.32,0.0064,-0.2797
14932.0,delhivery,pharmacy,truck,two day,east,rainy,31.8,33.71,00:00.0,00:00.0,no,delivered,4,260.13,DEL-IND-14932,48.0,1.79,17.77,-46.21,False,260.13,1.79,8.18,7.72,0,1,0.88,5.565,3.4904,0,0,-1.3724,0.0961,-0.8,0.596,0.6764,0.3429,-1.3881,0.107,-0.813,-1.1011,0.0454,-0.6539,0.2276,0.0464,2.2751
14933.0,xpressbees,cosmetics,ev bike,two day,west,hot,186.7,43.74,00:00.0,00:00.0,no,delivered,4,1064.72,DEL-IND-14933,48.0,7.52,24.83,-40.48,False,1064.72,7.52,5.7,24.34,1,0,0.76,6.9714,5.2348,0,0,0.4202,0.6239,0.2396,1.2941,0.8817,0.7444,0.4585,0.6305,0.2639,-0.2653,0.1983,0.0093,-0.2681,0.0102,-0.0373
14934.0,blue dart,cosmetics,ev bike,standard,south,clear,255.1,15.68,00:00.0,00:00.0,no,delivered,4,1322.54,DEL-IND-14934,72.0,9.0,28.34,-63.0,False,1322.54,9.0,5.18,84.35,1,0,0.86,7.1881,5.5456,0,0,1.2118,0.8569,0.6987,-0.6588,0.3073,-0.3789,1.0502,0.7982,0.609,-0.0495,0.2379,0.1806,-0.372,0.0026,-0.5221
14935.0,delhivery,furniture,ev van,same day,north,hot,283.7,7.19,00:00.0,00:00.0,no,delivered,4,1540.07,DEL-IND-14935,8.0,7.54,37.63,-0.46,False,1540.07,7.54,5.43,214.2,1,0,0.88,7.3402,5.6514,0,0,1.5428,0.9543,0.8906,-1.2497,0.1335,-0.7188,1.5495,0.9397,0.9002,-0.2624,0.1989,0.0116,-0.322,0.0063,-0.289
14936.0,blue dart,electronics,bike,same day,east,hot,231.2,34.03,00:00.0,00:00.0,no,delivered,5,1358.09,DEL-IND-14936,8.0,11.03,20.96,3.03,False,1358.09,11.03,5.87,39.91,0,0,0.86,7.2146,5.4476,0,0,0.9352,0.7755,0.5383,0.6183,0.6829,0.3557,1.1318,0.8213,0.6566,0.2466,0.292,0.4155,-0.2341,0.0127,0.1212
14937.0,ecom express,automobile parts,van,express,east,clear,20.1,12.79,00:00.0,00:00.0,no,delivered,4,188.87,DEL-IND-14937,18.0,2.26,8.89,-15.74,False,188.87,2.26,9.4,14.77,0,0,0.79,5.2463,3.0493,0,0,-1.5079,0.0562,-0.8785,-0.8599,0.2481,-0.4946,-1.5517,0.0606,-0.9084,-1.0326,0.0579,-0.5995,0.4714,0.0642,3.4126
14938.0,amazon logistics,cosmetics,bike,express,central,hot,246.7,41.97,00:00.0,00:00.0,yes,failed,1,1409.41,DEL-IND-14938,18.0,26.97,9.15,8.97,False,1409.41,26.97,5.71,33.58,0,0,0.84,7.2516,5.5122,1,1,1.1146,0.8283,0.6423,1.1709,0.8454,0.6735,1.2496,0.8547,0.7253,2.5717,0.7176,2.2604,-0.2661,0.0104,-0.028
14939.0,ekart,fragile items,ev bike,same day,north,stormy,233.4,37.01,00:00.0,00:00.0,yes,delayed,2,1378.03,DEL-IND-14939,8.0,23.15,10.08,15.15,False,1378.03,23.15,5.9,37.23,1,1,0.82,7.2291,5.457,1,0,0.9607,0.783,0.553,0.8257,0.7439,0.475,1.1776,0.8343,0.6833,2.0145,0.6156,1.8183,-0.2281,0.0131,0.1492
14940.0,shadowfax,clothing,truck,standard,central,foggy,283.9,20.84,00:00.0,00:00.0,no,delivered,5,1482.02,DEL-IND-14940,72.0,9.6,29.57,-62.4,False,1482.02,9.6,5.22,71.11,0,1,0.8,7.3018,5.6521,0,0,1.5451,0.955,0.8919,-0.2997,0.4129,-0.1723,1.4163,0.902,0.8225,0.0381,0.2539,0.25,-0.364,0.0032,-0.4848
14941.0,dhl,electronics,van,standard,south,cold,54.9,9.43,00:00.0,00:00.0,no,delivered,5,302.79,DEL-IND-14941,72.0,2.21,24.84,-69.79,False,302.79,2.21,5.52,32.11,0,0,0.85,5.7163,4.0236,0,0,-1.1051,0.1748,-0.645,-1.0938,0.1793,-0.6291,-1.2902,0.1348,-0.7559,-1.0399,0.0566,-0.6053,-0.304,0.0076,-0.2051
14942.0,blue dart,automobile parts,ev bike,standard,north,hot,151.2,17.0,00:00.0,00:00.0,no,delivered,3,807.0,DEL-IND-14942,72.0,5.56,27.19,-66.44,False,807.0,5.56,5.34,47.47,1,0,0.86,6.6946,5.0252,0,0,0.0094,0.5029,0.0013,-0.5669,0.3343,-0.3261,-0.133,0.4628,-0.081,-0.5512,0.146,-0.2176,-0.34,0.005,-0.373
14943.0,ecom express,fragile items,ev van,two day,north,foggy,119.3,28.02,00:00.0,00:00.0,no,delivered,4,680.56,DEL-IND-14943,48.0,3.89,30.67,-44.11,False,680.56,3.89,5.7,24.29,1,1,0.79,6.5244,4.79,0,0,-0.3598,0.3942,-0.2128,0.2,0.5599,0.1151,-0.4232,0.3805,-0.2503,-0.7948,0.1014,-0.4109,-0.2681,0.0102,-0.0373
14944.0,amazon logistics,fragile items,scooter,standard,east,cold,208.3,23.5,00:00.0,00:00.0,no,delivered,4,1112.0,DEL-IND-14944,72.0,8.54,24.39,-63.46,False,1112.0,8.54,5.34,47.32,0,0,0.84,7.0148,5.3438,0,0,0.6702,0.6974,0.3846,-0.1146,0.4673,-0.0659,0.567,0.6612,0.3272,-0.1166,0.2256,0.1273,-0.34,0.005,-0.373
14945.0,dhl,groceries,ev bike,two day,west,cold,49.1,29.58,00:00.0,00:00.0,no,delivered,3,334.24,DEL-IND-14945,48.0,1.95,25.18,-46.05,False,334.24,1.95,6.81,11.3,1,0,0.85,5.8148,3.914,0,0,-1.1722,0.155,-0.6839,0.3086,0.5918,0.1775,-1.218,0.1552,-0.7138,-1.0778,0.0497,-0.6354,-0.0462,0.0264,0.9977
14946.0,dhl,automobile parts,ev van,express,west,clear,13.7,47.18,00:00.0,00:00.0,no,delivered,4,260.04,DEL-IND-14946,18.0,7.97,1.72,-10.03,False,260.04,7.97,18.98,5.51,1,0,0.85,5.5647,2.6878,0,0,-1.5819,0.0344,-0.9215,1.5335,0.9521,0.8821,-1.3883,0.1069,-0.8131,-0.1997,0.2104,0.0613,2.3859,0.2041,12.345
14947.0,amazon logistics,documents,bike,standard,west,stormy,95.5,46.68,00:00.0,00:00.0,no,delivered,5,617.54,DEL-IND-14947,72.0,4.69,20.36,-67.31,False,617.54,4.69,6.47,13.23,0,1,0.84,6.4274,4.5695,0,0,-0.6352,0.3131,-0.3725,1.4987,0.9419,0.8621,-0.5678,0.3395,-0.3346,-0.6781,0.1228,-0.3183,-0.1142,0.0215,0.6807
